ten_phuong_tien,so_chuyen,diem_di,diem_du_kien,diem_den,doi_lenh_tuyen,route_hien_thi,cu_ly_co_hang_km,cu_ly_khong_hang_km,he_so_co_hang,he_so_khong_hang,khoi_luong_van_chuyen_t,khoi_luong_luan_chuyen,dau_tinh_toan_lit,cap_them,doi_lenh,ly_do_cap_them,so_luong_cap_them_lit,cay_xang_cap_them,ngay_di,ngay_den,ngay_do_xong,nhom_cu_ly,loai_hang,ghi_chu,thang_bao_cao,created_at
AG-21190,2,"BMT Cần Thơ (Cái Cui)","XM Kiên Lương","XM Kiên Lương",,"BMT Cần Thơ (Cái Cui) → XM Kiên Lương",0,185,0.00058,2.095,0,0,387.58,0,0,,0,,2025-12-15,,,trung_binh,"Không hàng",,2025-12,"2025-12-15 00:00:00"
AG-21190,3,"XM Kiên Lương","TN Phú Hữu","TN Phú Hữu",,"XM Kiên Lương → TN Phú Hữu",342,0,0.0005253,2.18,1207.12,412835.04,962.42,0,0,,0,,2025-12-20,2025-12-25,,dai,Clinker,,2025-12,"2025-12-25 00:00:00"
AG-26579,2,"TN Long An","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"TN Long An → Cảng Long Thuận (ĐN)",0,88,0.00061,2.514,0,0,221.23,0,0,,0,,2025-12-18,,,trung_binh,"Không hàng",,2025-12,"2025-12-18 00:00:00"
AG-26579,3,"Cảng Long Thuận (ĐN)","XM Kiên Lương","XM Kiên Lương",,"Cảng Long Thuận (ĐN) → XM Kiên Lương",334,0,0.000475,2.42,1355.65,452787.1,1023.35,0,0,,0,,2025-12-18,2025-12-23,,dai,"Than đá",,2025-12,"2025-12-23 00:00:00"
AG-26579,3,,,,,,0,0,0,0,0,0,32,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 32 lít",32,,2025-12-18,2025-12-23,,,"Than đá",,2025-12,"2025-12-23 00:00:00"
HTV-05,1,"XM Kiên Lương","TN Phú Hữu","TN Phú Hữu",,"XM Kiên Lương → TN Phú Hữu",342,0,0.000479,1.753,958.26,327724.92,756.51,0,0,,0,,2025-11-29,2025-12-01,2025-12-02,dai,Clinker,,2025-12,"2025-12-02 00:00:00"
HTV-05,1,"TN Phú Hữu","Cảng Quốc Hằng (ĐN)","Cảng Quốc Hằng (ĐN)",,"TN Phú Hữu → Cảng Quốc Hằng (ĐN)",0,31,0.00087,2.238,0,0,69.38,0,0,,0,,2025-12-02,2025-12-02,,ngan,"Không hàng",,2025-12,"2025-12-02 00:00:00"
HTV-05,2,"Cảng Quốc Hằng (ĐN)","BMT Long Xuyên (Thốt Nốt)","BMT Long Xuyên (Thốt Nốt)",,"Cảng Quốc Hằng (ĐN) → BMT Long Xuyên (Thốt Nốt)",280,0,0.00067,1.686,946.61,265050.8,649.66,0,0,,0,,2025-12-04,2025-12-06,2025-12-07,dai,"Đá XD",,2025-12,"2025-12-07 00:00:00"
HTV-07,3,"TN Phú Hữu","Cảng Quốc Hằng (ĐN)","Cảng Quốc Hằng (ĐN)",,"TN Phú Hữu → Cảng Quốc Hằng (ĐN)",0,31,0.000684,2.461,0,0,76.29,0,0,,0,,2025-12-06,,,ngan,"Không hàng",,2025-12,"2025-12-06 00:00:00"
HTV-07,4,"Cảng Quốc Hằng (ĐN)","BMT Long Xuyên (Thốt Nốt)","BMT Long Xuyên (Thốt Nốt)",,"Cảng Quốc Hằng (ĐN) → BMT Long Xuyên (Thốt Nốt)",280,0,0.000551,1.99,1217.33,340852.4,745.01,0,0,,0,,2025-12-07,2025-12-10,2025-12-12,dai,"Đá XD",,2025-12,"2025-12-12 00:00:00"
HTV-07,4,"BMT Long Xuyên (Thốt Nốt)","XM Kiên Lương","XM Kiên Lương",,"BMT Long Xuyên (Thốt Nốt) → XM Kiên Lương",0,136,0.000551,1.99,0,0,270.64,0,0,,0,,2025-12-12,,,trung_binh,"Không hàng",,2025-12,"2025-12-12 00:00:00"
HTV-07,5,"XM Kiên Lương","TN Long An","TN Long An",,"XM Kiên Lương → TN Long An",306,0,0.000499,2.071,1034.37,316517.22,791.67,0,0,,0,,2025-12-15,2025-12-19,2025-12-19,dai,Clinker,,2025-12,"2025-12-19 00:00:00"
HTV-07,5,"TN Long An","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"TN Long An → Cảng Long Thuận (ĐN)",0,88,0.000589,2.143,0,0,188.58,0,0,,0,,2025-12-19,,,trung_binh,"Không hàng",,2025-12,"2025-12-19 00:00:00"
HTV-07,6,"Cảng Long Thuận (ĐN)","XM Kiên Lương","XM Kiên Lương",,"Cảng Long Thuận (ĐN) → XM Kiên Lương",334,0,0.000499,2.071,1026.84,342964.56,862.85,0,0,,0,,2025-12-19,2025-12-24,2025-12-28,dai,"Than đá",,2025-12,"2025-12-28 00:00:00"
HTV-07,6,,,,,,0,0,0,0,0,0,28,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 28 lít",28,,2025-12-19,2025-12-24,2025-12-28,,"Than đá",,2025-12,"2025-12-28 00:00:00"
HTV-08,3,"XM Kiên Lương","TN Long An","TN Long An",,"XM Kiên Lương → TN Long An",306,0,0.000499,2.071,1033.7,316312.2,791.57,0,0,,0,,2025-12-23,,,dai,Clinker,,2025-12,"2025-12-23 00:00:00"
HTV-09,1,"XM Kiên Lương","TN Long An","TN Long An",,"XM Kiên Lương → TN Long An",306,0,0.000479,1.753,1066.61,326382.66,692.76,0,0,,0,,2025-11-30,2025-12-03,2025-12-04,dai,"Đá vôi",,2025-12,"2025-12-04 00:00:00"
HTV-09,1,"TN Long An","Cảng Quốc Hằng (ĐN)","Cảng Quốc Hằng (ĐN)",,"TN Long An → Cảng Quốc Hằng (ĐN)",0,127,0.00067,1.686,0,0,214.12,0,0,,0,,2025-12-04,2025-12-06,,trung_binh,"Không hàng",,2025-12,"2025-12-06 00:00:00"
HTV-09,2,"Cảng Quốc Hằng (ĐN)","Cảng Toàn Tâm (Cần Thơ) Cái Cui","Cảng Toàn Tâm (Cần Thơ) Cái Cui",,"Cảng Quốc Hằng (ĐN) → Cảng Toàn Tâm (Cần Thơ) Cái Cui",241,0,0.00067,1.686,1134.24,273351.84,589.47,0,0,,0,,2025-12-06,2025-12-09,2025-12-10,dai,"Đá XD",,2025-12,"2025-12-10 00:00:00"
HTV-09,2,"Cảng Toàn Tâm (Cần Thơ) Cái Cui","XM Kiên Lương","XM Kiên Lương",,"Cảng Toàn Tâm (Cần Thơ) Cái Cui → XM Kiên Lương",0,185,0.00067,1.686,0,0,311.91,0,0,,0,,2025-12-10,2025-12-12,,trung_binh,"Không hàng",,2025-12,"2025-12-12 00:00:00"
HTV-09,3,"XM Kiên Lương","TN Long An","TN Long An",,"XM Kiên Lương → TN Long An",306,0,0.000479,1.753,1046.62,320265.72,689.83,0,0,,0,,2025-12-20,2025-12-23,2025-12-23,dai,Clinker,,2025-12,"2025-12-23 00:00:00"
HTV-09,3,"TN Long An","Cảng Quốc Hằng (ĐN)","Cảng Quốc Hằng (ĐN)",,"TN Long An → Cảng Quốc Hằng (ĐN)",0,127,0.00067,1.686,0,0,214.12,0,0,,0,,2025-12-23,,,trung_binh,"Không hàng",,2025-12,"2025-12-23 00:00:00"
HTV-09,4,"Cảng Quốc Hằng (ĐN)","BMT Cần Thơ (Cái Cui)","BMT Cần Thơ (Cái Cui)",,"Cảng Quốc Hằng (ĐN) → BMT Cần Thơ (Cái Cui)",241,0,0.00067,1.686,1142.47,275335.27,590.8,0,0,,0,,2025-12-26,2025-12-28,,dai,"Đá XD",,2025-12,"2025-12-28 00:00:00"
HTV-203,1,"Phao SSV01 (Nhà Bè)","TN Phú Hữu","TN Phú Hữu",,"Phao SSV01 (Nhà Bè) → TN Phú Hữu",15,0,0.00083,4.26,1957.98,29369.7,88.28,0,0,,0,,2025-12-01,2025-12-01,2025-12-02,ngan,"Thạch cao",,2025-12,"2025-12-02 00:00:00"
HTV-203,1,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-12-03,2025-12-03,,ngan,"Không hàng",,2025-12,"2025-12-03 00:00:00"
HTV-203,2,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1946.4,97320,183.61,0,0,,0,,2025-12-02,2025-12-04,2025-12-07,ngan,Clinker,,2025-12,"2025-12-07 00:00:00"
HTV-203,2,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-02,2025-12-04,2025-12-07,,Clinker,,2025-12,"2025-12-07 00:00:00"
HTV-203,2,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-12-07,2025-12-08,,ngan,"Không hàng",,2025-12,"2025-12-08 00:00:00"
HTV-203,3,"Tuấn An Phú (BD)","Phao Nhà Bè","Phao Nhà Bè",,"Tuấn An Phú (BD) → Phao Nhà Bè",65,0,0.00054,2.71,1900.77,123550.05,242.87,0,0,,0,,2025-12-07,2025-12-10,2025-12-10,ngan,Clinker,,2025-12,"2025-12-10 00:00:00"
HTV-203,3,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->Phao Nhà Bè 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-07,2025-12-10,2025-12-10,,Clinker,,2025-12,"2025-12-10 00:00:00"
HTV-203,3,"Phao Nhà Bè","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"Phao Nhà Bè → Cảng Long Thuận (ĐN)",0,7,0.00083,4.26,0,0,29.82,0,0,,0,,2025-12-10,2025-12-10,,ngan,"Không hàng",,2025-12,"2025-12-10 00:00:00"
HTV-203,4,"Cảng Long Thuận (ĐN)","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"Cảng Long Thuận (ĐN) → Tuấn An Phú (BD)",72,0,0.00054,2.71,1796.54,129350.88,264.97,0,0,,0,,2025-12-10,2025-12-14,2025-12-18,ngan,"Than đá",,2025-12,"2025-12-18 00:00:00"
